---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |             Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek        |              Lower level              |              Upper level               |Type|        TP  |   Line  |
          Wavelength |          Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)      |---------------------------------------|----------------------------------------|    |       Ref. |   Ref.  |
           Air  (Å)  |           Air  (Å)  |   (?)  |           |      |                               | Conf.                 | Term    | J   | Conf.                  | Term    | J   |    |            |         |
           8865.7562 |           8865.7552 |  15000 |           |      | 150315.8612   -  161592.1200  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[7/2]* | 3   |    |            |  L3451  |
           8892.2315 |           8892.233+ |     12 |           |      | 158601.1152   -  169843.7973  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6p  | 2[3/2]  | 2   |    |            |  L9097  |
           8895.6    |           8895.667+ |      3 |           |      | 158601.1152   -  169839.4581  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6p  | 2[3/2]  | 1   |    |            |  L6099  |
           8915.44   |           8915.35+  |      4 |           |      | 158601.1152   -  169814.642   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6p  | 2[5/2]  | 2   |    |            |  L6099  |
           8919.5007 |           8919.5006 |   6400 |           |      | 150315.8612   -  161524.1739  | 2s2.2p5.(2P*<3/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8927.4    |           8927.431+ |      3 |           |      | 159379.9935   -  170578.3503  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 0   | 2s2.2p5.(2P*<1/2>).6p  | 2[1/2]  | 1   |    |            |  L6099  |
           8929.2503 |           8929.251+ |     18 |           |      | 158601.1152   -  169797.1890  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6p  | 2[5/2]  | 3   |    |            |  L9097  |
           8941.5133 |           8941.515+ |      8 |           |      | 158795.9924   -  169976.7100  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[1/2]  | 0   |    |            |  L9097  |
           8962.328  |           8962.327+ |      4 |           |      | 159534.6196   -  170689.3736  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).6p  | 2[1/2]  | 0   |    |            |  L9097  |
           8968.6    |           8968.540+ |      3 |           |      | 158601.1152   -  169748.1423  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).6p  | 2[1/2]  | 1   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           8988.5564 |           8988.5564 |   1800 |           |      | 148257.7898   -  159379.9935  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<1/2>).4s  | 2[1/2]* | 0   |    |            |  L9097  |
           9036.9985 |           9037.000+ |      9 |           |      | 159534.6196   -  170597.2023  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).6p  | 2[3/2]  | 2   |    |            |  L9097  |
           9046.8    |           9046.9+   |     1* |           |      | 159534.6196   -  170585.10    | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).6p  | 2[3/2]  | 1   |    |            |  L6099  |
           9046.8    |           9046.8+   |     1* |           |      | 161524.1739   -  172574.82    | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).9f  | 2[5/2]  | 2   |    |            |  L6099  |
           9049.086  |           9049.088+ |      4 |           |      | 158795.9924   -  169843.7973  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[3/2]  | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9052.424  |           9052.426+ |      3 |           |      | 159534.6196   -  170578.3503  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).6p  | 2[1/2]  | 1   |    |            |  L9097  |
           9052.642  |           9052.644+ |      7 |           |      | 158795.9924   -  169839.4581  | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[3/2]  | 1   |    |            |  L9097  |
           9073.033  |           9073.03+  |      5 |           |      | 158795.9924   -  169814.642   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[5/2]  | 2   |    |            |  L9097  |
           9102.1    |           9102.1+   |      1 |           |      | 161590.3412   -  172573.80    | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).9f  | 2[9/2]  | 5   |    |            |  L6099  |
           9103.53   |           9103.5+   |      4 |           |      | 161592.1200   -  172573.86    | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).9f  | 2[9/2]  | 4   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9115.3    |           9115.3+   |     1* |           |      | 161607.2609   -  172574.82    | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).9f  | 2[5/2]  | 3   |    |            |  L6099  |
           9115.3    |           9115.3+   |     1* |           |      | 161607.2609   -  172574.82    | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).9f  | 2[5/2]  | 2   |    |            |  L6099  |
           9148.6720 |           9148.6716 |  12000 |           |      | 150772.1118   -  161699.6613  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           9193.8    |           9193.8+   |     1* |           |      | 161701.4486   -  172575.36    | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).9f  | 2[7/2]  | 3   |    |            |  L6099  |
           9193.8    |           9193.8+   |     1* |           |      | 161701.4486   -  172575.36    | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).9f  | 2[7/2]  | 4   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9201.7588 |           9201.7591 |   8900 | 9.1e+06   | D    | 150772.1118   -  161636.6175  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L9097  |
           9220.0598 |           9220.0601 |   6000 |           |      | 150858.5079   -  161701.4486  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 3   |    |            |  L9097  |
           9221.5802 |           9221.5801 |   2200 |           |      | 150858.5079   -  161699.6613  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           9226.6910 |           9226.6903 |   1800 |           |      | 150772.1118   -  161607.2609  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L9097  |
           9275.5191 |           9275.5196 |    910 |           |      | 150858.5079   -  161636.6175  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9300.8532 |           9300.8527 |   7700 |           |      | 150858.5079   -  161607.2609  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L9097  |
           9310.5833 |           9310.5839 |    830 |           |      | 150772.1118   -  161509.6305  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 0   |    |            |  L9097  |
           9313.9731 |           9313.9726 |   2700 |           |      | 150858.5079   -  161592.1200  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[7/2]* | 3   |    |            |  L9097  |
           9326.5072 |           9326.5068 |   6900 |           |      | 150917.4307   -  161636.6175  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |            |  L9097  |
           9340.5    |           9340.5+   |      3 |           |      | 161509.6305   -  172212.76    | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).8f  | 2[3/2]  | 1   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9353.3    |           9353.2+   |     4* |           |      | 161524.1739   -  172212.76    | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).8f  | 2[3/2]  | 1   |    |            |  L6099  |
           9353.3    |           9353.3+   |     4* |           |      | 161524.1739   -  172212.66    | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).8f  | 2[3/2]  | 2   |    |            |  L6099  |
           9373.3079 |           9373.3078 |   1500 |           |      | 150858.5079   -  161524.1739  | 2s2.2p5.(2P*<1/2>).3p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |            |  L9097  |
           9377.2276 |           9377.2265 |      7 |           |      | 151038.4524   -  161699.6613  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[5/2]* | 2   |    |            |  L9097  |
           9410.75   |           9410.8+   |      9 |           |      | 161590.3412   -  172213.57    | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).8f  | 2[9/2]  | 5   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9412.32   |           9412.3+   |      6 |           |      | 161592.1200   -  172213.58    | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).8f  | 2[9/2]  | 4   |    |            |  L6099  |
           9425.3797 |           9425.3788 |   4800 |           |      | 150917.4307   -  161524.1739  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 0   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |            |  L9097  |
           9433.0082 |           9433.0077 |     66 | 1.1e+05   | D    | 151038.4524   -  161636.6175  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 1   |    |      T8043 |  L9097  |
           9443.8    |           9443.8+   |      3 |           |      | 162408.6535   -  172994.71    | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).8f  | 2[7/2]  | 3   |    |            |  L6099  |
           9445.26   |           9445.3+   |      4 |           |      | 162410.1736   -  172994.59    | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).8f  | 2[7/2]  | 4   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9454.0    |           9454.0+   |      1 |           |      | 162419.9818   -  172994.61    | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).8f  | 2[5/2]  | 3   |    |            |  L6099  |
           9459.2110 |           9459.2095 |   2800 |           |      | 151038.4524   -  161607.2609  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[3/2]* | 2   |    |            |  L9097  |
           9486.6825 |           9486.6818 |   5000 | 2.5e+06   | D    | 148257.7898   -  158795.9924  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4s  | 2[3/2]* | 1   |    |      T8043 |  L9097  |
           9506.59   |           9506.6+   |      4 |           |      | 161699.6613   -  172215.80    | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<3/2>).8f  | 2[7/2]  | 3   |    |            |  L6099  |
           9508.4    |           9508.4+   |      7 |           |      | 161701.4486   -  172215.58    | 2s2.2p5.(2P*<3/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<3/2>).8f  | 2[7/2]  | 4   |    |            |  L6099  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9534.1640 |           9534.1629 |   6100 | 6.3e+06   | D    | 151038.4524   -  161524.1739  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 1   |    |      T8043 |  L9097  |
           9547.4052 |           9547.4049 |   2800 |           |      | 151038.4524   -  161509.6305  | 2s2.2p5.(2P*<1/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).3d  | 2[1/2]* | 0   |    |            |  L9097  |
           9574.002  |           9574.000+ |      2 |           |      | 159534.6196   -  169976.7100  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[1/2]  | 0   |    |            |  L9097  |
           9642.2    |           9642.279+ |      1 |           |      | 159379.9935   -  169748.1423  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).6p  | 2[1/2]  | 1   |    |            |  L6099  |
           9665.4200 |           9665.4197 |  18000 |           |      | 148257.7898   -  158601.1152  | 2s2.2p5.(2P*<3/2>).3p | 2[1/2]  | 1   | 2s2.2p5.(2P*<3/2>).4s  | 2[3/2]* | 2   |    |            |  L7433  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9724.8    |           9724.94+  |      1 |           |      | 159534.6196   -  169814.642   | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[5/2]  | 2   |    |            |  L6099  |
           9788.1    |           9788.257+ |      3 |           |      | 159534.6196   -  169748.1423  | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).6p  | 2[1/2]  | 1   |    |            |  L6099  |
           9823.453  |           9823.44+  |      3 |           |      | 161509.6305   -  171686.576   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 0   | 2s2.2p5.(2P*<3/2>).7f  | 2[3/2]  | 1   |    |            |  L9097  |
           9837.507  |           9837.50+  |    13* |           |      | 161524.1739   -  171686.576   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).7f  | 2[3/2]  | 1   |    |            |  L9097  |
           9837.507  |           9837.50+  |    13* |           |      | 161524.1739   -  171686.567   | 2s2.2p5.(2P*<3/2>).3d | 2[1/2]* | 1   | 2s2.2p5.(2P*<3/2>).7f  | 2[3/2]  | 2   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9897.30   |           9897.31+  |      4 |           |      | 161590.3412   -  171691.331   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f  | 2[7/2]  | 4   |    |            |  L6099  |
           9899.06   |           9899.07+  |     3* |           |      | 161592.1200   -  171691.314   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f  | 2[7/2]  | 3   |    |            |  L6099  |
           9899.06   |           9899.05+  |     3* |           |      | 161592.1200   -  171691.331   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f  | 2[7/2]  | 4   |    |            |  L6099  |
           9900.594  |           9900.59+  |    30* |           |      | 161590.3412   -  171687.982   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f  | 2[9/2]  | 5   |    |            |  L9097  |
           9900.594  |           9900.58+  |    30* |           |      | 161590.3412   -  171687.986   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 4   | 2s2.2p5.(2P*<3/2>).7f  | 2[9/2]  | 4   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9902.337  |           9902.33+  |     25 |           |      | 161592.1200   -  171687.986   | 2s2.2p5.(2P*<3/2>).3d | 2[7/2]* | 3   | 2s2.2p5.(2P*<3/2>).7f  | 2[9/2]  | 4   |    |            |  L9097  |
           9915.195  |           9915.19+  |     13 |           |      | 161607.2609   -  171690.028   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f  | 2[5/2]  | 3   |    |            |  L9097  |
           9918.602  |           9918.59+  |     6* |           |      | 161607.2609   -  171686.576   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f  | 2[3/2]  | 1   |    |            |  L9097  |
           9918.602  |           9918.60+  |     6* |           |      | 161607.2609   -  171686.567   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).7f  | 2[3/2]  | 2   |    |            |  L9097  |
           9936.853  |           9936.85+  |     10 |           |      | 162408.6535   -  172469.448   | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f  | 2[7/2]  | 3   |    |            |  L9097  |
                     |                     |        |           |      |                               |                       |         |     |                        |         |     |    |            |         |
           9938.352  |           9938.35+  |     16 |           |      | 162410.1736   -  172469.450   | 2s2.2p5.(2P*<1/2>).3d | 2[5/2]* | 3   | 2s2.2p5.(2P*<1/2>).7f  | 2[7/2]  | 4   |    |            |  L9097  |
           9944.140  |           9944.14+  |      9 |           |      | 161636.6175   -  171690.035   | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).7f  | 2[5/2]  | 2   |    |            |  L9097  |
           9945.058  |           9945.049+ |     4* |           |      | 161607.2609   -  171659.7595  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).6f  | 2[5/2]  | 2   |    |            |  L9097  |
           9945.058  |           9945.060+ |     4* |           |      | 161607.2609   -  171659.7487  | 2s2.2p5.(2P*<3/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).6f  | 2[5/2]  | 3   |    |            |  L9097  |
           9948.061  |           9948.05+  |      9 |           |      | 162419.9818   -  172469.452   | 2s2.2p5.(2P*<1/2>).3d | 2[3/2]* | 2   | 2s2.2p5.(2P*<1/2>).7f  | 2[5/2]  | 3   |    |            |  L9097  |
